5/1/2025	1200.83
5/2/2025	1202.05
5/5/2025	1198.14
5/6/2025	1220.75
5/7/2025	1217.48
5/8/2025	1227.10
5/9/2025	1247.66
5/12/2025	1226.32
5/13/2025	1238.38
5/14/2025	1229.53
5/15/2025	1243.14
5/16/2025	1242.68
5/19/2025	1259.42
5/20/2025	1321.23
5/21/2025	1344.82
5/22/2025	1359.29
5/23/2025	1369.17
5/26/2025	1360.39
5/27/2025	1362.13
5/28/2025	1353.78
5/29/2025	1373.29
5/30/2025	1331.94
6/2/2025	1348.39
6/3/2025	1359.39
6/4/2025	1382.96
6/5/2025	1439.92
6/6/2025	1475.91
6/9/2025	1548.67
6/10/2025	1536.13
6/11/2025	1598.59
6/12/2025	1644.06
6/13/2025	1555.04
6/16/2025	1570.03
6/17/2025	1598.75
6/18/2025	1683.51
6/19/2025	1656.43
6/20/2025	1618.62
6/23/2025	1655.57
6/24/2025	1678.24
6/25/2025	1742.83
6/26/2025	1828.12
6/27/2025	1721.40
6/30/2025	1747.91
7/1/2025	1740.47
7/2/2025	1819.05
7/3/2025	1776.98
7/4/2025	1783.66
7/7/2025	1769.10
7/8/2025	1754.87
7/9/2025	1744.91
7/10/2025	1766.24
7/11/2025	1809.09
7/14/2025	1770.16
7/15/2025	1772.06
7/16/2025	1840.30
7/17/2025	1906.91
7/18/2025	1860.16
7/21/2025	1885.90
7/22/2025	1867.97
7/23/2025	1851.91
7/24/2025	1850.29
7/25/2025	1831.50
7/28/2025	1831.06
7/29/2025	1821.59
7/30/2025	1719.57
7/31/2025	1702.43
8/1/2025	1725.79
8/4/2025	1749.59
8/5/2025	1728.11
8/6/2025	1750.38
8/7/2025	1753.84
8/8/2025	1741.1
8/11/2025	1744.32
8/12/2025	1756.36
8/13/2025	1766.54
8/14/2025	1780.40
8/15/2025	1760.80
8/18/2025	1750.89
8/19/2025	1731.41
8/20/2025	1763.16
8/21/2025	1786.88
8/22/2025	1789.13
8/25/2025	1777.04
8/26/2025	1787.23
8/27/2025	1776.46
8/28/2025	1798.54
8/29/2025	1813.04
9/1/2025	1872.50
9/2/2025	1869.13
9/3/2025	1886.01
9/4/2025	1832.42
9/5/2025	1820.5
9/8/2025	1845.06
9/9/2025	1828.92
9/10/2025	1852.14
9/11/2025	1834.17
9/12/2025	1858.54
9/15/2025	1863.99
9/16/2025	1858.28
9/17/2025	1827.32
9/18/2025	1842.17
9/19/2025	1872.14
9/22/2025	1891.15
9/23/2025	1968.30
9/24/2025	1966.54
9/25/2025	2051.35
9/26/2025	2114.97
9/29/2025	2139.09
9/30/2025	2111.85
10/1/2025	2082.82
10/2/2025	2113.42
10/3/2025	2155.73
10/6/2025	2178.37
10/7/2025	2191.86
10/8/2025	2208.21
10/9/2025	2195.94
10/10/2025	2146.54
10/13/2025	2229.83
10/14/2025	2212.57
10/15/2025	2239.83
10/16/2025	2323.76
10/17/2025	2194.42
10/20/2025	2208.48
10/21/2025	2059.75
10/22/2025	2152.97
10/23/2025	2203.71
10/24/2025	2178.48
10/27/2025	2139.50
10/28/2025	2146.44
10/29/2025	2159.05
10/30/2025	2185.82
10/31/2025	2128.10
11/3/2025	2119.61
11/4/2025	2079.28
11/5/2025	2117.05
11/6/2025	2081.16
11/7/2025	2097.25
11/10/2025	2145.80
11/11/2025	2159.84
11/12/2025	2197.79
11/13/2025	2156.16
11/14/2025	2100.44
11/17/2025	2091.74
11/18/2025	2087.25
11/19/2025	2128.57
11/20/2025	2077.70
11/21/2025	2075.34
11/24/2025	2118.27
11/25/2025	2111.48
11/26/2025	2167.72
11/27/2025	2206.99
11/28/2025	2252.36
12/1/2025	2275.63
12/2/2025	2245.02
12/3/2025	2278.97
12/4/2025	2248.80
12/5/2025	2249.85
12/8/2025	2262.89
12/9/2025	2319.88
12/10/2025	2272.05
12/11/2025	2319.01
12/12/2025	2402.07
12/15/2025	2460.97
12/16/2025	2542.90
12/17/2025	2625.50
12/18/2025	2663.14
12/19/2025	2717.87
12/22/2025	2956.36
12/23/2025	3227.59
12/24/2025	3116.82
12/25/2025	3127.42
12/26/2025	3384.29
12/29/2025	2867.12
12/30/2025	2958.62
12/31/2025	2794.80
1/2/2026	2967.79
1/5/2026	3139.40
1/6/2026	3386.52
1/7/2026	3223.95
1/8/2026	3129.15
1/9/2026	3150.75
1/12/2026	3249.18
1/13/2026	3259.49
1/14/2026	3271.66
1/15/2026	3333.38
1/16/2026	3260.89
1/19/2026	3305.26
1/20/2026	3427.91
1/21/2026	3408.27
1/22/2026	3743.44
1/23/2026	3880.34
1/26/2026	3723.89
1/27/2026	3715.83
1/28/2026	3841.27
1/29/2026	3653.71
1/30/2026	3076.82
2/2/2026	3040.10
2/3/2026	3107.41
2/4/2026	3175.54
2/5/2026	2685.40
2/6/2026	2956.78
2/9/2026	2952.97
2/10/2026	2938.55
2/11/2026	2983.03
2/12/2026	2830.81
2/13/2026	2910.9600
2/16/2026	2837.9700
2/17/2026	2826.40
2/18/2026	2921.14
2/19/2026	2918.4100
02/20/2026	2912.5000
2/20/2026	3054.4700
2/21/2026	3052.5200
2/23/2026	3052.5200
2/24/2026	3042.7500
2/26/2026	3244.2400
2/27/2026	3221.9400
2/28/2026	3354.9100
3/3/2026	3267.6900
3/4/2026	2984.7700
3/5/2026	3055.4400
3/6/2026	3001.8400
3/7/2026	3051.0800
3/9/2026	3051.0800
3/10/2026	3094.5900
3/13/2026	3025.7300
3/14/2026	2886.4800
3/15/2026	2886.4800
3/16/2026	2886.4800
3/17/2026	3003.5500
3/18/2026	3022.7100
3/19/2026	2875.6200
3/20/2026	2813.2100
3/21/2026	2742.8100
3/22/2026	2742.8100
3/23/2026	2742.8100
3/24/2026	2681.1200
3/25/2026	2759.8400
3/26/2026	2752.7400
3/27/2026	2617.7900
3/28/2026	2653.6300
3/29/2026	2653.6300
3/30/2026	2660.9900
5/6/2026	2848.1500
5/7/2026	2996.7700
5/8/2026	2940.4200
5/9/2026	2996.1500
5/10/2026	2996.1500
5/11/2026	3004.1300
5/12/2026	3112.5100
