11/4/2024	41794.60
11/5/2024	42221.88
11/6/2024	43729.93
11/7/2024	43729.34
11/8/2024	43988.99
11/11/2024	44293.13
11/12/2024	43910.98
11/13/2024	43958.19
11/14/2024	43750.86
11/15/2024	43444.99
11/18/2024	43389.60
11/19/2024	43268.94
11/20/2024	43408.47
11/21/2024	43870.35
11/22/2024	44296.51
11/25/2024	44736.57
11/26/2024	44860.31
11/27/2024	44722.06
11/28/2024	44722.06
11/29/2024	44910.65
12/2/2024	44782.00
12/3/2024	44705.53
12/4/2024	45014.04
12/5/2024	44765.71
12/6/2024	44642.52
12/9/2024	44401.93
12/10/2024	44247.83
12/11/2024	44148.56
12/12/2024	43914.12
12/13/2024	43828.06
12/16/2024	43717.48
12/17/2024	43449.90
12/18/2024	42326.87
12/19/2024	42342.24
12/20/2024	42840.26
12/23/2024	42906.95
12/24/2024	43297.03
12/25/2024	43297.03
12/26/2024	43325.80
12/27/2024	42992.21
12/30/2024	42573.73
12/31/2024	42544.22
1/1/2025	42544.22
1/2/2025	42392.27
1/3/2025	42732.13
1/6/2025	42706.56
1/7/2025	42528.36
1/8/2025	42635.20
1/9/2025	42635.20
1/10/2025	41938.45
1/13/2025	42297.12
1/14/2025	42518.28
1/15/2025	43221.55
1/16/2025	43153.13
1/17/2025	43487.83
1/20/2025	43487.83
1/21/2025	44025.81
1/22/2025	44156.73
1/23/2025	44565.07
1/24/2025	44424.25
1/27/2025	44713.58
1/28/2025	44850.35
1/29/2025	44713.52
1/30/2025	44882.13
1/31/2025	44544.66
2/3/2025	44421.91
2/4/2025	44556.04
2/5/2025	44873.28
2/6/2025	44747.63
2/7/2025	44303.40
2/10/2025	44470.41
2/11/2025	44593.65
2/12/2025	44368.56
2/13/2025	44711.43
2/14/2025	44546.08
2/17/2025	44546.08
2/18/2025	44556.34
2/19/2025	44627.59
2/20/2025	44176.65
2/21/2025	43428.02
2/24/2025	43461.21
2/25/2025	43621.16
2/26/2025	43433.12
2/27/2025	43239.50
2/28/2025	43840.91
3/3/2025	43191.24
3/4/2025	42520.99
3/5/2025	43006.59
3/6/2025	42579.08
3/7/2025	42801.72
3/10/2025	41911.71
3/11/2025	41433.48
3/12/2025	41350.93
3/13/2025	40813.57
3/14/2025	41488.19
3/17/2025	41841.63
3/18/2025	41581.31
3/19/2025	41964.63
3/20/2025	41953.32
3/21/2025	41985.35
3/24/2025	42583.32
3/25/2025	42587.50
3/26/2025	42454.79
3/27/2025	42299.70
3/28/2025	41583.90
3/31/2025	42001.76
4/1/2025	41989.96
4/2/2025	42225.32
4/3/2025	40545.93
4/4/2025	38314.86
4/7/2025	37965.60
4/8/2025	37645.59
4/9/2025	40608.45
4/10/2025	39593.66
4/11/2025	40212.71
4/14/2025	40524.79
4/15/2025	40368.96
4/16/2025	39669.39
4/17/2025	39142.23
4/18/2025	39142.23
4/21/2025	38170.41
4/22/2025	39186.98
4/23/2025	39606.57
4/24/2025	40093.40
4/25/2025	40113.50
4/28/2025	40227.59
4/29/2025	40527.62
4/30/2025	40669.36
5/1/2025	40752.96
5/2/2025	41317.43
5/5/2025	41218.83
5/6/2025	40829.00
5/7/2025	41113.97
5/8/2025	41368.45
5/9/2025	41249.38
5/12/2025	42410.10
5/13/2025	42140.43
5/14/2025	42051.06
5/15/2025	42322.75
5/16/2025	42654.74
5/19/2025	42792.07
5/20/2025	42677.24
5/21/2025	41860.44
5/22/2025	41859.09
5/23/2025	41603.07
5/26/2025	41603.07
5/27/2025	42343.65
5/28/2025	42098.70
5/29/2025	42215.73
5/30/2025	42270.07
6/2/2025	42305.48
6/3/2025	42519.64
6/4/2025	42427.74
6/5/2025	42319.74
6/6/2025	42762.87
6/9/2025	42761.76
6/10/2025	42866.87
6/11/2025	42865.77
6/12/2025	42967.62
6/13/2025	42197.79
6/16/2025	42515.09
6/17/2025	42215.80
6/18/2025	42171.66
6/19/2025	42171.66
6/20/2025	42206.82
6/23/2025	42581.78
6/24/2025	43089.02
6/25/2025	42982.43
6/26/2025	43386.84
6/27/2025	43819.27
6/30/2025	44094.77
7/1/2025	44494.94
7/2/2025	44484.42
7/3/2025	44828.53
7/4/2025	44828.53
7/7/2025	44406.36
7/8/2025	44240.76
7/9/2025	44458.30
7/10/2025	44650.64
7/11/2025	44371.51
7/14/2025	44459.65
7/15/2025	44023.29
7/16/2025	44254.78
7/17/2025	44484.49
7/18/2025	44342.19
7/21/2025	44323.07
7/22/2025	44502.44
7/23/2025	45010.29
7/24/2025	44693.91
7/25/2025	44901.92
7/28/2025	44837.56
7/29/2025	44632.99
7/30/2025	44461.28
7/31/2025	44130.98
8/1/2025	43588.58
8/4/2025	44173.64
8/5/2025	44111.74
8/6/2025	44193.12
8/7/2025	43968.64
8/8/2025	44175.61
8/11/2025	43975.09
8/12/2025	44458.61
8/13/2025	44922.27
8/14/2025	44911.26
8/15/2025	44946.12
8/18/2025	44911.82
8/19/2025	44922.27
8/20/2025	44938.31
8/21/2025	44785.50
8/22/2025	45631.74
8/25/2025	45282.47
8/26/2025	45418.07
8/27/2025	45565.23
8/28/2025	45636.90
8/29/2025	45544.88
9/1/2025	45544.88
9/2/2025	45295.81
9/3/2025	45271.23
9/4/2025	45621.29
9/5/2025	45400.86
9/8/2025	45514.95
9/9/2025	45711.34
9/10/2025	45490.92
9/11/2025	46108.00
9/12/2025	45834.22
9/15/2025	45883.45
9/16/2025	45757.90
9/17/2025	46018.32
9/18/2025	46142.42
9/19/2025	46315.27
9/22/2025	46381.54
9/23/2025	46292.78
9/24/2025	46121.28
9/25/2025	45947.32
9/26/2025	46247.29
9/29/2025	46316.07
9/30/2025	46397.89
10/1/2025	46441.10
10/2/2025	46519.72
10/3/2025	46758.28
10/6/2025	46694.97
